sample_1	50063925
sample_2	83222395
sample_3	37562213
sample_4	49399329
sample_5	44686440
sample_6	42783991
sample_7	79048350
sample_8	83652288
sample_9	54864082
sample_10	40143338
sample_11	94035523
sample_12	130961689
sample_13	35152122
sample_14	59906798
sample_15	133561971
sample_16	22113283
sample_17	28823601
sample_18	46092747
sample_19	9978566
sample_20	20764217
sample_21	40967702
sample_22	45521099
