sample_1,97362571
sample_2,166779551
sample_3,71771285
sample_4,88828143
sample_5,88970463
sample_6,84597511
sample_7,157660909
sample_8,175185991
sample_9,123586336
sample_10,101618829
sample_11,229594848
sample_12,275402220
sample_13,96326604
sample_14,141380424
sample_15,303124163
sample_16,53941586
sample_17,55516082
sample_18,87423606
sample_19,31600566
sample_20,43790160
sample_21,105459862
sample_22,113127772
