"","sample_id","Station","Latitude","Longitude","Depth m","CTD cast (to be checked)","depth_numeric","Cast","Cycle","Pressure [db]","Temp1 [°C]","Salinity1[PSS-78]","Oxygen1 [mmol/kg]","Fluorescence1 [milligrams/m^3]","Fluor average [mg m^-3]","easy_long","updated_cycle","bloom_state","water_mode","number_long","total_contigs","total_basepairs","max_contig","med_contig","avg_contig","bottom_percentile","top_percentil","n_virus","n_circular","sample","average_gc","per_read_gc","gc_var","mean_read_length","total_reads","total_bp","direction"
"89","NZ_13",227,-42.775,178.345333333333,"40",9145,40,1,"3",40.6720208333333,13.279,34.9870272033213,253.114071428571,2.42812083333333,1.89867395833333,178.345333333333,"3","No salp","Subtropical Pacific",472,139946,97265336,263466,443,695.020479327741,356,628,2103,3,"NZ13_S204_L003_R1_001",41.6979881748483,41.6028864592652,0.0092196336516758,89.0025440812577,48129752,4283670374,"F"
"90","NZ_13",227,-42.775,178.345333333333,"40",9145,40,1,"3",40.6720208333333,13.279,34.9870272033213,253.114071428571,2.42812083333333,1.89867395833333,178.345333333333,"3","No salp","Subtropical Pacific",472,139946,97265336,263466,443,695.020479327741,356,628,2103,3,"NZ13_S204_L003_R2_001",41.35122352361,41.2914662934865,0.00959569281541382,89.1983366338559,48129752,4293093821,"R"
"91","NZ_13",227,-42.775,178.345333333333,"40",9145,40,1,"3",40.6505510204082,13.2655142857143,34.9859059516012,253.059159090909,2.29920408163265,1.76908265306122,178.345333333333,"3","No salp","Subtropical Pacific",472,139946,97265336,263466,443,695.020479327741,356,628,2103,3,"NZ13_S204_L003_R1_001",41.6979881748483,41.6028864592652,0.0092196336516758,89.0025440812577,48129752,4283670374,"F"
"92","NZ_13",227,-42.775,178.345333333333,"40",9145,40,1,"3",40.6505510204082,13.2655142857143,34.9859059516012,253.059159090909,2.29920408163265,1.76908265306122,178.345333333333,"3","No salp","Subtropical Pacific",472,139946,97265336,263466,443,695.020479327741,356,628,2103,3,"NZ13_S204_L003_R2_001",41.35122352361,41.2914662934865,0.00959569281541382,89.1983366338559,48129752,4293093821,"R"
"93","NZ_13",227,-42.775,178.345333333333,"40",9145,40,1,"3",40.718375,13.2761125,34.986610846588,252.625976190476,2.47563541666667,1.89777916666667,178.345333333333,"3","No salp","Subtropical Pacific",472,139946,97265336,263466,443,695.020479327741,356,628,2103,3,"NZ13_S204_L003_R1_001",41.6979881748483,41.6028864592652,0.0092196336516758,89.0025440812577,48129752,4283670374,"F"
"94","NZ_13",227,-42.775,178.345333333333,"40",9145,40,1,"3",40.718375,13.2761125,34.986610846588,252.625976190476,2.47563541666667,1.89777916666667,178.345333333333,"3","No salp","Subtropical Pacific",472,139946,97265336,263466,443,695.020479327741,356,628,2103,3,"NZ13_S204_L003_R2_001",41.35122352361,41.2914662934865,0.00959569281541382,89.1983366338559,48129752,4293093821,"R"
"95","NZ_14",227,-42.775,178.345333333333,"50",9145,50,1,"3",51.4553333333333,12.5834125,34.9457529949923,250.511413043478,0.956295416666667,0.791168125,178.345333333333,"3","No salp","Subtropical Pacific",748,157769,122814888,83846,458,778.44752771457,361,680,2396,7,"NZ14_S205_L003_R1_001",41.8474541053613,41.6411067282401,0.00999693108632912,87.8257964511067,70638360,6203870227,"F"
"96","NZ_14",227,-42.775,178.345333333333,"50",9145,50,1,"3",51.4553333333333,12.5834125,34.9457529949923,250.511413043478,0.956295416666667,0.791168125,178.345333333333,"3","No salp","Subtropical Pacific",748,157769,122814888,83846,458,778.44752771457,361,680,2396,7,"NZ14_S205_L003_R2_001",41.6034602827465,41.4260882106089,0.0102091518875241,87.9375234787444,70638360,6211762441,"R"
"97","NZ_14",227,-42.775,178.345333333333,"50",9145,50,1,"3",51.3152291666667,12.5858041666667,34.9457664022565,250.2676,0.977380416666667,0.775998645833333,178.345333333333,"3","No salp","Subtropical Pacific",748,157769,122814888,83846,458,778.44752771457,361,680,2396,7,"NZ14_S205_L003_R1_001",41.8474541053613,41.6411067282401,0.00999693108632912,87.8257964511067,70638360,6203870227,"F"
"98","NZ_14",227,-42.775,178.345333333333,"50",9145,50,1,"3",51.3152291666667,12.5858041666667,34.9457664022565,250.2676,0.977380416666667,0.775998645833333,178.345333333333,"3","No salp","Subtropical Pacific",748,157769,122814888,83846,458,778.44752771457,361,680,2396,7,"NZ14_S205_L003_R2_001",41.6034602827465,41.4260882106089,0.0102091518875241,87.9375234787444,70638360,6211762441,"R"
